"Category","Sector code","Product code","Product desc","Product Brief Description","Unit","Country","Period","MP Market Price"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","EU","201802","199,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","GR","201802","180,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","ES","201802","180,26"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","IT","201802","290,80"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","HU","201802","252,66"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","EU","201802","834,75"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","NL","201802","834,75"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","EU","201802","123,15"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","ES","201802","76,40"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","IT","201802","147,50"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","NL","201802","89,00"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","EU","201802","30,50"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","GR","201802","18,00"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","FR","201802","43,00"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","EU","201802","33,13"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","CZ","201802","33,09"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","DE","201802","41,80"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","ES","201802","24,60"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","FR","201802","54,90"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","AT","201802","61,60"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PL","201802","16,80"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PT","201802","15,80"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","UK","201802","28,30"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","EU","201802","177,01"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","IE","201802","276,21"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","ES","201802","215,04"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","HU","201802","113,70"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","NL","201802","168,33"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","PL","201802","115,36"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","EU","201802","62,80"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","BE","201802","94,50"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","FR","201802","56,12"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","EU","201802","112,14"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","BG","201802","180,06"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","ES","201802","82,95"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","FR","201802","147,19"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","IT","201802","138,25"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","HU","201802","182,46"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","NL","201802","111,20"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","EU","201802","137,47"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","GR","201802","89,60"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","ES","201802","64,39"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","IT","201802","206,50"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","NL","201802","188,20"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","EU","201802","46,80"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","PT","201802","46,80"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","EU","201802","53,79"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","DE","201802","48,90"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","ES","201802","65,00"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","FR","201802","67,28"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","NL","201802","32,27"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","EU","201802","19,01"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","FR","201802","23,00"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","AT","201802","24,40"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","PL","201802","14,39"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","UK","201802","37,74"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","EU","201802","138,16"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","GR","201802","149,42"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","PT","201802","110,00"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","EU","201802","198,90"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","GR","201802","181,44"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","ES","201802","179,21"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","IT","201802","235,10"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","HU","201802","301,97"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","NL","201802","189,44"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","EU","201802","95,29"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","BE","201802","151,90"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","GR","201802","97,56"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","ES","201802","69,06"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","IT","201802","112,00"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","HU","201802","171,55"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","NL","201802","122,42"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","EU","201802","80,99"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BE","201802","138,70"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BG","201802","110,62"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","GR","201802","56,85"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","ES","201802","56,18"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","IT","201802","118,00"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","HU","201802","200,80"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","PT","201802","66,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","EU","201801","200,70"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","GR","201801","180,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","ES","201801","180,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","FR","201801","220,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","IT","201801","288,63"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","HU","201801","249,46"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","EU","201801","1182,74"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","NL","201801","1182,74"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","EU","201801","137,07"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","ES","201801","75,61"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","IT","201801","165,00"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","EU","201801","7,82"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","GR","201801","23,76"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","FR","201801","42,80"
"Vegetable products","FRL","CABWH","Cabbages","Cabbages - Choux, Blanc","€/100 kg net weight","PL","201801","7,56"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","EU","201801","31,49"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","CZ","201801","29,95"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","DE","201801","37,40"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","ES","201801","23,00"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","FR","201801","51,39"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","AT","201801","56,00"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PL","201801","17,78"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PT","201801","14,40"
